Wavelength (nm),Sensitivity multiplier
307.0906438,6.80426E-05
307.1010946,6.82108E-05
307.1115443,6.95946E-05
307.1219941,7.15379E-05
307.1324429,6.90396E-05
307.1428916,6.90267E-05
307.1533394,7.20228E-05
307.1637862,7.63862E-05
307.1742329,7.93988E-05
307.1846797,8.01643E-05
307.1951254,8.19464E-05
307.2055702,8.28052E-05
307.216015,8.01925E-05
307.2264587,7.60176E-05
307.2369015,7.69541E-05
307.2473442,7.91117E-05
307.257787,8.09447E-05
307.2682288,7.94114E-05
307.2786695,7.79786E-05
307.2891103,8.01029E-05
307.29955,8.19641E-05
307.3099898,7.68512E-05
307.3204285,7.44238E-05
307.3308663,7.24034E-05
307.341304,7.0433E-05
307.3517408,6.96085E-05
307.3621776,6.73569E-05
307.3726133,6.53945E-05
307.3830491,6.60203E-05
307.3934838,6.73503E-05
307.4039186,6.74579E-05
307.4143523,6.80587E-05
307.4247851,6.80846E-05
307.4352178,6.9101E-05
307.4456496,6.99274E-05
307.4560813,6.91271E-05
307.4665121,6.52459E-05
307.4769418,6.31373E-05
307.4873716,6.26124E-05
307.4978013,6.24243E-05
307.5082301,6.19802E-05
307.5186578,6.39391E-05
307.5290856,6.84896E-05
307.5395123,7.05512E-05
307.5499381,6.94724E-05
307.5603638,6.80997E-05
307.5707896,7.11372E-05
307.5812143,7.33521E-05
307.5916381,7.71353E-05
307.6020618,7.5015E-05
307.6124846,7.26419E-05
307.6229063,7.70916E-05
307.6333281,8.27405E-05
307.6437498,8.37245E-05
307.6541706,8.86684E-05
307.6645903,9.36195E-05
307.67501,9.78435E-05
307.6854288,0.000102063
307.6958475,0.000100815
307.7062653,9.90274E-05
307.716682,9.89926E-05
307.7270988,9.32214E-05
307.7375145,8.20902E-05
307.7479302,7.51344E-05
307.758345,7.45772E-05
307.7687597,7.43867E-05
307.7791735,7.39584E-05
307.7895872,7.35295E-05
307.7999999,7.39404E-05
307.8104117,7.52844E-05
307.8208234,7.75214E-05
307.8312342,7.93446E-05
307.8416449,7.90783E-05
307.8520546,7.7589E-05
307.8624634,8.01942E-05
307.8728721,8.80606E-05
307.8832809,9.28887E-05
307.8936876,9.56069E-05
307.9040953,9.39072E-05
307.9145011,9.82391E-05
307.9249068,0.000105632
307.9353125,0.00010465
307.9457173,9.83572E-05
307.956121,9.77212E-05
307.9665247,9.94505E-05
307.9769275,0.000102264
307.9873302,0.000102493
307.9977319,0.000100234
308.0081337,0.000108644
308.0185344,0.000113941
308.0289341,0.00011221
308.0393339,0.000110649
308.0497326,0.000106881
308.0601313,0.000102032
308.0705291,9.90563E-05
308.0809258,9.14016E-05
308.0913225,9.48618E-05
308.1017193,0.000106553
308.112115,0.000114811
308.1225097,0.000121437
308.1329044,0.000123866
308.1432982,0.000122762
308.1536909,0.000118449
308.1640836,0.000106571
308.1744764,9.0018E-05
308.1848681,7.76431E-05
308.1952588,8.71701E-05
308.2056495,0.000103203
308.2160393,0.000118466
308.226428,0.00013246
308.2368167,0.00014389
308.2472054,0.000151207
308.2575932,0.000153419
308.2679799,0.000143251
308.2783666,0.000133226
308.2887523,0.000122785
308.2991371,0.000114845
308.3095218,0.00011344
308.3199065,0.000117099
308.3302902,0.000118968
308.3406729,0.000119169
308.3510557,0.000118378
308.3614374,0.000120087
308.3718181,0.000120286
308.3821988,0.000124103
308.3925795,0.000120481
308.4029593,0.000118853
308.413338,0.000115352
308.4237167,0.000109284
308.4340944,0.000102451
308.4444711,9.69243E-05
308.4548479,8.54988E-05
308.4652246,8.24457E-05
308.4756003,8.16416E-05
308.485975,7.94082E-05
308.4963497,8.05298E-05
308.5067234,8.20626E-05
308.5170962,8.36076E-05
308.5274689,8.47356E-05
308.5378416,8.78962E-05
308.5482133,9.14332E-05
308.558584,9.86084E-05
308.5689547,0.000101959
308.5793244,0.00010245
308.5896932,0.000102708
308.6000619,0.000100854
308.6104306,9.67379E-05
308.6207983,9.49207E-05
308.631165,8.73099E-05
308.6415317,8.08696E-05
308.6518974,7.62455E-05
308.6622621,7.26304E-05
308.6726268,7.38528E-05
308.6829916,8.05092E-05
308.6933553,0.00010159
308.703718,0.000122312
308.7140807,0.000149106
308.7244424,0.000164399
308.7348031,0.000170263
308.7451638,0.000171714
308.7555245,0.000172976
308.7658832,0.000156446
308.7762429,0.00014642
308.7866006,0.000136783
308.7969593,0.000130164
308.807316,0.000132167
308.8176728,0.000135096
308.8280285,0.000135027
308.8383842,0.000130697
308.8487399,0.000123662
308.8590936,0.000109194
308.8694473,0.000106851
308.879801,0.000103957
308.8901537,0.000104253
308.9005054,0.000111851
308.9108571,0.000129179
308.9212078,0.000134817
308.9315585,0.00013847
308.9419082,0.00013687
308.9522579,0.000133739
308.9626056,0.000129389
308.9729543,0.00012435
308.983302,0.000113664
308.9936487,0.000108528
309.0039944,0.000103761
309.0143411,0.000101361
309.0246858,0.000103387
309.0350305,0.000109831
309.0453742,0.000100858
309.0557179,9.21743E-05
309.0660606,8.90281E-05
309.0764033,8.96284E-05
309.086745,9.14687E-05
309.0970857,9.39001E-05
309.1074264,9.29668E-05
309.1177671,9.47519E-05
309.1281057,9.40244E-05
309.1384454,9.15044E-05
309.1487831,9.91551E-05
309.1591208,0.000115558
309.1694585,0.000121515
309.1797952,0.000118026
309.1901309,0.000120609
309.2004666,0.000129175
309.2108013,0.000142866
309.221135,0.000148924
309.2314687,0.000140452
309.2418024,0.000135893
309.2521351,0.000137987
309.2624667,0.00014177
309.2727984,0.000147559
309.2831291,0.000155326
309.2934588,0.000150157
309.3037885,0.000150701
309.3141182,0.000156021
309.3244469,0.000159198
309.3347746,0.000152844
309.3451023,0.000138485
309.3554289,0.000121482
309.3657546,0.000116411
309.3760803,0.000107622
309.386406,9.72199E-05
309.3967297,8.94217E-05
309.4070544,8.36849E-05
309.4173771,8.21681E-05
309.4276997,8.22096E-05
309.4380224,8.00819E-05
309.4483441,8.23015E-05
309.4586648,8.67662E-05
309.4689855,9.11785E-05
309.4793052,9.71899E-05
309.4896248,0.000101108
309.4999435,9.82747E-05
309.5102612,9.84339E-05
309.5205789,9.92577E-05
309.5308966,9.87349E-05
309.5412122,0.000100943
309.5515289,0.000103847
309.5618436,0.000112693
309.5721583,0.000137141
309.582473,0.000153305
309.5927866,0.000154688
309.6030993,0.000151436
309.613412,0.000141896
309.6237237,0.000133317
309.6340344,0.000120553
309.644345,9.74181E-05
309.6546557,8.13579E-05
309.6649644,8.78149E-05
309.6752741,9.69297E-05
309.6855817,0.000102311
309.6958904,0.000114132
309.7061971,0.000121927
309.7165038,0.000129613
309.7268094,0.000132319
309.7371151,0.000121282
309.7474198,0.000111376
309.7577245,0.000111087
309.7680281,0.00011365
309.7783318,0.000120758
309.7886345,0.000127644
309.7970477,0.000139026
309.7989361,0.000159302
309.8076704,0.00016739
309.8092378,0.000174212
309.8182932,0.000165305
309.8289139,0.00014836
309.8395347,0.000127757
309.8501554,0.00010687
309.8607752,8.13787E-05
309.8713939,6.84251E-05
309.8820127,5.37483E-05
309.8926314,4.53844E-05
309.9032482,4.48231E-05
309.9138649,4.51095E-05
309.9244817,4.47609E-05
309.9350974,4.35679E-05
309.9457122,4.24111E-05
309.9563269,4.21234E-05
309.9669417,4.23614E-05
309.9775544,4.24732E-05
309.9881682,4.30191E-05
309.9987799,4.47791E-05
310.0093917,4.78043E-05
310.0200034,5.02841E-05
310.0306132,5.20744E-05
310.0412239,5.27946E-05
310.0518337,5.31026E-05
310.0624424,5.23318E-05
310.0730502,5.06362E-05
310.0836579,4.94509E-05
310.0942657,4.90679E-05
310.1048724,4.95293E-05
310.1154781,5.16424E-05
310.1260839,5.40165E-05
310.1366886,5.5397E-05
310.1472934,5.58705E-05
310.1578971,5.47637E-05
310.1684999,5.35229E-05
310.1791026,5.20889E-05
310.1897043,4.90469E-05
310.2003061,4.57958E-05
310.2109068,4.41613E-05
310.2215076,4.38166E-05
310.2321073,4.41148E-05
310.242706,4.41464E-05
310.2533048,4.40623E-05
310.2639035,4.41713E-05
310.2745003,4.38474E-05
310.285098,4.46615E-05
310.2956937,4.58556E-05
310.3062895,4.71655E-05
310.3168852,4.92025E-05
310.32748,5.08791E-05
310.3380737,5.27347E-05
310.3486674,5.5232E-05
310.3592602,5.64187E-05
310.3698529,5.79013E-05
310.3804446,5.87891E-05
310.3910354,5.75723E-05
310.4016261,5.64721E-05
310.4122158,5.63125E-05
310.4228056,5.53823E-05
310.4333943,5.37589E-05
310.443983,5.19236E-05
310.4545708,5.0327E-05
310.4651585,5.05004E-05
310.4757442,5.12545E-05
310.486331,5.12226E-05
310.4969167,5.11671E-05
310.5075014,5.13924E-05
310.5180852,5.23185E-05
310.5286689,5.2999E-05
310.5392526,5.20191E-05
310.5498353,5.0557E-05
310.5604171,5.12073E-05
310.5709988,5.36586E-05
310.5815795,5.76119E-05
310.5921603,6.1197E-05
310.60274,6.26961E-05
310.6133187,6.49431E-05
310.6238974,6.77226E-05
310.6344752,6.97276E-05
310.6450529,7.03616E-05
310.6556296,6.9446E-05
310.6662063,6.76985E-05
310.6767821,6.83573E-05
310.6873578,6.81605E-05
310.6979315,6.6553E-05
310.7085062,6.36077E-05
310.719079,6.16429E-05
310.7296527,6.18407E-05
310.7402244,6.21572E-05
310.7507961,6.22062E-05
310.7613679,6.22462E-05
310.7719386,6.23941E-05
310.7825083,6.35355E-05
310.793078,6.57762E-05
310.8036467,6.69162E-05
310.8142145,6.71846E-05
310.8247822,6.67767E-05
310.8353499,7.188E-05
310.8459166,8.43865E-05
310.8564823,9.70501E-05
310.8670481,0.000103816
310.8776128,0.000106911
310.8881775,0.00010642
310.8987412,0.000105866
310.9093039,0.00010241
310.9198667,9.32079E-05
310.9304284,8.19036E-05
310.9409901,7.41239E-05
310.9515508,6.95911E-05
310.9621115,6.79516E-05
310.9726712,6.61389E-05
310.9832299,6.38361E-05
310.9937887,6.2425E-05
311.0043464,6.46966E-05
311.0149041,6.73628E-05
311.0254608,7.0147E-05
311.0360165,7.63995E-05
311.0465722,8.3501E-05
311.0571279,8.59149E-05
311.0676827,8.62595E-05
311.0782364,8.53042E-05
311.0887901,8.27599E-05
311.0993428,7.86301E-05
311.1098945,7.31039E-05
311.1204462,7.00035E-05
311.1309979,7.27931E-05
311.1415476,7.72887E-05
311.1520983,7.75552E-05
311.162647,7.65627E-05
311.1731957,7.59953E-05
311.1837445,7.55898E-05
311.1942922,7.5128E-05
311.2048389,7.90049E-05
311.2153856,7.66036E-05
311.2259313,7.42904E-05
311.236477,7.46572E-05
311.2470217,7.76027E-05
311.2575654,8.11329E-05
311.2681091,8.10393E-05
311.2786528,7.41161E-05
311.2891945,7.47833E-05
311.2997372,8.06647E-05
311.3102779,8.70163E-05
311.3208186,9.0863E-05
311.3313593,8.94978E-05
311.341898,8.94186E-05
311.3524377,9.05134E-05
311.3629764,8.82611E-05
311.3735141,8.69994E-05
311.3840508,8.7603E-05
311.3945875,8.56362E-05
311.4051242,8.58966E-05
311.4156599,8.76003E-05
311.4261946,9.08867E-05
311.4367293,9.61108E-05
311.447263,0.000103843
311.4577957,0.000108683
311.4683284,0.000116635
311.4788611,0.000122372
311.4893918,0.000121674
311.4999235,0.00011799
311.5104532,0.00011406
311.5209829,0.00010451
311.5315126,9.54727E-05
311.5420413,8.682E-05
311.552569,8.35572E-05
311.5630967,8.17584E-05
311.5736234,8.05582E-05
311.5841501,8.06155E-05
311.5946758,8.35309E-05
311.6052015,8.9361E-05
311.6157252,9.08279E-05
311.6262499,8.74967E-05
311.6367736,8.69244E-05
311.6472962,8.79242E-05
311.6578179,9.02746E-05
311.6683396,8.93755E-05
311.6788613,8.18283E-05
311.689382,7.90097E-05
311.6999017,8.40799E-05
311.7104214,9.73282E-05
311.7209401,0.00011699
311.7314578,0.000123345
311.7419755,0.000124534
311.7524931,0.000127857
311.7630098,0.000129388
311.7735255,0.000126705
311.7840412,0.000117168
311.7945559,9.9836E-05
311.8050696,9.29359E-05
311.8155833,9.24376E-05
311.826097,9.35807E-05
311.8366086,9.44923E-05
311.8471213,9.43686E-05
311.857632,9.30496E-05
311.8681427,9.01651E-05
311.8786534,8.70928E-05
311.8891631,8.47283E-05
311.8996718,8.35907E-05
311.9101804,8.12827E-05
311.9206881,7.9799E-05
311.9311958,8.03379E-05
311.9417025,8.22936E-05
311.9522082,8.60079E-05
311.9627138,8.8708E-05
311.9732185,8.99067E-05
311.9837232,8.96441E-05
311.9942269,8.77092E-05
312.0047306,8.80456E-05
312.0152332,8.96477E-05
312.0257349,8.80949E-05
312.0362366,8.5447E-05
312.0467373,8.4373E-05
312.057238,8.78524E-05
312.0677376,9.56117E-05
312.0782363,0.000110411
312.088735,0.000122746
312.0992337,0.000129997
312.1097303,0.000133011
312.120228,0.000130794
312.1307237,0.000126458
312.1412194,0.00011881
312.151715,9.94964E-05
312.1622097,8.308E-05
312.1727034,7.64506E-05
312.1831971,7.58559E-05
312.1936897,7.99105E-05
312.2041814,8.2426E-05
312.2146731,8.39187E-05
312.2251648,8.99341E-05
312.2356554,9.85184E-05
312.2461451,9.70921E-05
312.2566338,9.0767E-05
312.2671234,8.27216E-05
312.2776111,7.89239E-05
312.2880988,7.84174E-05
312.2985855,7.56888E-05
312.3090721,7.23253E-05
312.3195578,7.64668E-05
312.3300435,8.66972E-05
312.3405281,9.67658E-05
312.3510118,0.000104171
312.3614955,0.000111015
312.3719791,0.000111124
312.3824608,0.000106178
312.3929435,9.85834E-05
312.4034241,8.73166E-05
312.4139048,7.83621E-05
312.4243845,7.16319E-05
312.4348641,6.35988E-05
312.4453438,6.65277E-05
312.4558215,7.21462E-05
312.4662991,7.56715E-05
312.4767768,7.97454E-05
312.4872535,8.57686E-05
312.4977291,9.8135E-05
312.5082048,0.000116076
312.5186794,0.000117428
312.5291541,0.000116677
312.5396278,0.000125892
312.5501004,0.000129791
312.5605731,0.000133069
312.5710448,0.00013038
312.5815164,0.000118029
312.5919871,0.000114821
312.6024577,0.000111066
312.6129274,0.00010027
312.6233961,9.80113E-05
312.6338647,9.46662E-05
312.6443324,9.03903E-05
312.6548,9.22851E-05
312.6652667,9.82842E-05
312.6757323,0.000106602
312.686198,0.000111449
312.6966627,0.000111292
312.7071273,0.000111994
312.717591,0.000111113
312.7280546,0.000104937
312.7385173,9.73317E-05
312.7489789,9.74755E-05
312.7594406,0.00010227
312.7699012,0.000107373
312.7803619,0.000113463
312.7908215,0.000126539
312.8012812,0.00013537
312.8117389,0.000144663
312.8221975,0.000158216
312.8326552,0.000157154
312.8431118,0.000151921
312.8535675,0.000141571
312.8640231,0.000124744
312.8744788,0.00011686
312.8849334,0.000110387
312.8953871,9.2321E-05
312.9058407,8.72027E-05
312.9162934,8.87285E-05
312.926745,9.21935E-05
312.9371967,9.45876E-05
312.9476483,9.644E-05
312.9580979,9.7335E-05
312.9685486,0.000100325
312.9789972,0.000103893
312.9894459,0.000106536
312.9998945,0.000106203
313.0103422,0.000106373
313.0207888,0.000108049
313.0312355,0.000111774
313.0416811,0.000112864
313.0521258,0.000113334
313.0625704,0.000112695
313.073015,0.000113894
313.0834577,0.000112366
313.0939013,0.000105075
313.104343,9.4856E-05
313.1147846,8.9411E-05
313.1252263,8.94857E-05
313.1356669,9.91722E-05
313.1461065,0.000105954
313.1565462,0.00011044
313.1669848,0.000113159
313.1774225,0.000115662
313.1878601,0.000115191
313.1982977,0.000110494
313.2087344,9.60021E-05
313.21917,8.72021E-05
313.2296047,8.79613E-05
313.2400393,9.07886E-05
313.2504739,9.2845E-05
313.2609076,9.05042E-05
313.2713402,8.72136E-05
313.2817728,8.71767E-05
313.2922045,8.62275E-05
313.3026361,8.41579E-05
313.3130668,8.40473E-05
313.3234964,8.47652E-05
313.333926,9.22331E-05
313.3443547,0.000102771
313.3547833,0.000103441
313.3652109,0.000101318
313.3756376,9.79366E-05
313.3860642,9.78045E-05
313.393383,0.000104491
313.3964898,9.79879E-05
313.4041368,9.09857E-05
313.4148905,8.55981E-05
313.4256432,8.20437E-05
313.4363959,7.76048E-05
313.4471476,7.0884E-05
313.4578983,5.69656E-05
313.468649,5.14585E-05
313.4793998,4.40812E-05
313.4901485,4.32569E-05
313.5008982,4.27089E-05
313.5116459,4.24739E-05
313.5223936,4.19111E-05
313.5331413,4.12294E-05
313.543887,4.07016E-05
313.5546337,3.99763E-05
313.5653784,3.9788E-05
313.5761232,4.02388E-05
313.5868679,4.10331E-05
313.5976116,4.25728E-05
313.6083543,4.34967E-05
313.619097,4.38733E-05
313.6298387,4.48288E-05
313.6405804,4.58994E-05
313.6513211,4.59771E-05
313.6620618,4.482E-05
313.6728015,4.27782E-05
313.6835402,4.16127E-05
313.6942789,4.11884E-05
313.7050166,4.06825E-05
313.7157533,4.12444E-05
313.726491,4.43501E-05
313.7372267,4.71595E-05
313.7479625,4.90198E-05
313.7586972,5.08506E-05
313.7694319,5.27632E-05
313.7801656,5.41975E-05
313.7908993,5.32796E-05
313.801632,5.04133E-05
313.8123637,4.94754E-05
313.8230954,4.9384E-05
313.8338261,4.89719E-05
313.8445568,4.9241E-05
313.8552865,4.98049E-05
313.8660162,4.97109E-05
313.8767449,4.93113E-05
313.8874726,4.8293E-05
313.8982003,4.76429E-05
313.908927,4.71827E-05
313.9196537,4.56617E-05
313.9303794,4.423E-05
313.9411041,4.43097E-05
313.9518288,4.41326E-05
313.9625534,4.3595E-05
313.9732761,4.37473E-05
313.9839998,4.48687E-05
313.9947215,4.59149E-05
314.0054432,4.64524E-05
314.0161649,4.72075E-05
314.0268856,4.87339E-05
314.0376053,5.03013E-05
314.048325,5.14406E-05
314.0590437,5.13349E-05
314.0697614,5.09991E-05
314.0804791,5.10568E-05
314.0911968,5.13718E-05
314.1019125,5.17796E-05
314.1126292,5.33169E-05
314.1233439,5.47575E-05
314.1340595,5.55597E-05
314.1447732,5.7625E-05
314.1554869,6.03302E-05
314.1661996,6.26424E-05
314.1769123,6.6037E-05
314.187624,6.90735E-05
314.1983357,6.94991E-05
314.2090464,6.92382E-05
314.2197571,6.84983E-05
314.2304657,6.80251E-05
314.2411754,6.61342E-05
314.2518831,6.10577E-05
314.2625918,5.52326E-05
314.2732985,5.29474E-05
314.2840052,5.32557E-05
314.2947119,5.42556E-05
314.3054165,5.49848E-05
314.3161222,5.63018E-05
314.3268259,5.7812E-05
314.3375296,5.88621E-05
314.3482333,5.8566E-05
314.358936,5.65865E-05
314.3696376,5.34539E-05
314.3803393,4.97944E-05
314.39104,4.73733E-05
314.4017407,4.7591E-05
314.4124404,4.86973E-05
314.423139,4.92096E-05
314.4338377,5.02493E-05
314.4445364,5.15283E-05
314.4552331,5.2339E-05
314.4659308,5.32362E-05
314.4766264,5.39033E-05
314.4873221,5.43029E-05
314.4980178,5.65016E-05
314.5087115,6.08444E-05
314.5194062,6.55176E-05
314.5300988,6.8327E-05
314.5407915,6.90371E-05
314.5514842,6.8181E-05
314.5621759,6.82868E-05
314.5728665,6.72716E-05
314.5835572,6.35885E-05
314.5942469,6.09821E-05
314.6049366,6.04718E-05
314.6156252,5.96486E-05
314.6263129,5.90253E-05
314.6370006,5.83209E-05
314.6476873,5.89847E-05
314.6583739,6.1324E-05
314.6690596,6.35543E-05
314.6797453,6.55661E-05
314.6904299,7.12334E-05
314.7011136,8.25864E-05
314.7117973,8.66442E-05
314.72248,8.66267E-05
314.7331626,8.62372E-05
314.7438443,8.66009E-05
314.754525,8.82197E-05
314.7652056,8.85325E-05
314.7758863,8.67227E-05
314.786565,8.89932E-05
314.7972436,9.05408E-05
314.8079223,9.11235E-05
314.8186,8.85476E-05
314.8292766,8.36753E-05
314.8399533,7.90516E-05
314.85063,7.26352E-05
314.8613046,6.72116E-05
314.8719793,6.59253E-05
314.882654,6.77284E-05
314.8933276,7.21887E-05
314.9040003,7.74866E-05
314.914673,8.04768E-05
314.9253446,7.97639E-05
314.9360163,8.02405E-05
314.946687,8.29095E-05
314.9573566,8.47237E-05
314.9680263,8.19421E-05
314.9786949,7.88178E-05
314.9893636,7.6873E-05
315.0000313,7.80884E-05
315.0106989,8.12594E-05
315.0213656,7.89743E-05
315.0320313,7.19762E-05
315.0426969,6.77632E-05
315.0533616,6.67942E-05
315.0640252,6.93071E-05
315.0746899,6.9934E-05
315.0853525,6.58968E-05
315.0960152,6.57591E-05
315.1066769,7.19054E-05
315.1173385,7.74875E-05
315.1279992,8.03333E-05
315.1386588,7.71703E-05
315.1493185,7.48011E-05
315.1599781,7.67117E-05
315.1706368,7.95468E-05
315.1812945,7.89008E-05
315.1919511,7.76671E-05
315.2026088,7.69863E-05
315.2132644,7.78063E-05
315.2239201,7.94436E-05
315.2345747,7.92738E-05
315.2452294,7.44587E-05
315.255883,6.98807E-05
315.2665367,6.98079E-05
315.2771893,6.95299E-05
315.287841,7.09142E-05
315.2984926,7.31544E-05
315.3091433,7.54944E-05
315.3197939,8.34105E-05
315.3304436,8.96569E-05
315.3410922,9.15442E-05
315.3517409,9.72511E-05
315.3623885,0.000108325
315.3730362,0.000113444
315.3836828,0.000114497
315.3943295,0.000110645
315.4049751,0.000108004
315.4156198,0.000104069
315.4262644,9.4072E-05
315.4369081,7.93302E-05
315.4475517,7.14184E-05
315.4581944,6.8128E-05
315.468836,6.69788E-05
315.4794776,6.42742E-05
315.4901183,6.21515E-05
315.5007589,6.16904E-05
315.5113986,6.19499E-05
315.5220382,6.26425E-05
315.5326769,6.63174E-05
315.5433145,7.24983E-05
315.5539522,7.7001E-05
315.5645888,8.59911E-05
315.5752254,9.37627E-05
315.5858611,9.74224E-05
315.5964957,9.86263E-05
315.6071304,9.39364E-05
315.617764,8.68265E-05
315.6283976,8.62077E-05
315.6390303,8.64478E-05
315.6496629,9.1916E-05
315.6602946,9.99143E-05
315.6709252,0.000105835
315.6815558,0.000111751
315.6921855,0.000116984
315.7028151,0.000119111
315.7134437,0.000118673
315.7240714,0.000121738
315.734699,0.000127482
315.7453257,0.000124129
315.7559523,0.000118872
315.7665779,0.000114455
315.7772036,0.000112006
315.7878272,0.000110833
315.7984518,0.000103753
315.8090755,8.99783E-05
315.8196981,8.7067E-05
315.8303197,8.86633E-05
315.8409414,8.89758E-05
315.851563,9.04351E-05
315.8621836,9.36254E-05
315.8728033,9.58305E-05
315.8834229,9.79177E-05
315.8940415,9.6942E-05
315.9046592,9.56872E-05
315.9152768,9.47112E-05
315.9258934,9.06074E-05
315.93651,8.33397E-05
315.9471257,7.51512E-05
315.9577413,7.02549E-05
315.9683559,6.97378E-05
315.9789696,7.01107E-05
315.9895832,7.00279E-05
316.0001958,7.12347E-05
316.0108084,7.3675E-05
316.0214201,7.58334E-05
316.0320307,7.76182E-05
316.0426413,8.05152E-05
316.0532509,8.62962E-05
316.0638606,9.16339E-05
316.0744692,9.45427E-05
316.0850778,9.6221E-05
316.0956854,0.000100507
316.1062921,0.00010179
316.1168987,9.93622E-05
316.1275043,9.45462E-05
316.1381099,8.92154E-05
316.1487146,8.53951E-05
316.1593182,8.34271E-05
316.1699218,8.18452E-05
316.1805244,7.97796E-05
316.191127,7.79401E-05
316.2017287,7.8073E-05
316.2123293,8.00014E-05
316.2229299,7.9421E-05
316.2335305,7.70564E-05
316.2441291,7.60719E-05
316.2547288,7.92062E-05
316.2653264,8.02184E-05
316.275924,7.92814E-05
316.2865206,8.51176E-05
316.2971172,9.43802E-05
316.3077128,9.85468E-05
316.3183085,9.79612E-05
316.3289031,9.98234E-05
316.3394977,0.000108197
316.3500903,0.000116703
316.3606839,0.000114703
316.3712755,0.000108723
316.3818672,0.000104504
316.3924588,9.77497E-05
316.4030494,8.77366E-05
316.413639,7.46041E-05
316.4242286,6.13958E-05
316.4348172,5.42387E-05
316.4454058,5.10929E-05
316.4559934,5.16356E-05
316.4665801,5.89372E-05
316.4771667,7.24389E-05
316.4877523,9.38598E-05
316.4983379,0.00010838
316.5089225,0.000114639
316.5195061,0.000123874
316.5300897,0.000140813
316.5406723,0.000148592
316.5512549,0.00014335
316.5618365,0.000126046
316.5724181,0.00011423
316.5829988,0.000112486
316.5935784,0.000108134
316.604158,9.112E-05
316.6147366,7.927E-05
316.6253142,7.67788E-05
316.6358918,8.10567E-05
316.6464694,8.41793E-05
316.657046,8.22936E-05
316.6676216,7.79346E-05
316.6781962,7.7642E-05
316.6887718,8.10398E-05
316.6993454,8.55898E-05
316.709919,9.00344E-05
316.7204916,9.67267E-05
316.7310642,0.000100378
316.7416358,0.000101509
316.7522064,0.000106196
316.762777,0.000113421
316.7733476,0.000110912
316.7839162,0.000105525
316.7944858,0.000105092
316.8050534,0.000113639
316.815621,0.000117617
316.8261876,0.000112736
316.8367542,0.000102505
316.8473198,0.000104442
316.8578854,0.000116619
316.86845,0.000118329
316.8790146,0.000108839
316.8895772,0.000104442
316.9001408,0.000104242
316.9107024,0.000105301
316.921264,0.000106081
316.9318256,9.89474E-05
316.9423862,9.49323E-05
316.9529458,9.94168E-05
316.9635054,0.000106966
316.974064,0.000113306
316.9846216,0.000116028
316.9951792,0.000113828
317.0057368,0.000111024
317.0162924,0.000112554
317.026849,0.000107616
317.0374035,9.79145E-05
317.0479581,8.99251E-05
317.0585127,8.56343E-05
317.0690653,8.22427E-05
317.0796189,7.90121E-05
317.0901705,7.34108E-05
317.1007221,7.37687E-05
317.1112737,8.24078E-05
317.1218243,9.33985E-05
317.1323739,9.88888E-05
317.1429234,0.000100103
317.153472,9.9624E-05
317.1640196,9.83732E-05
317.1742401,9.55737E-05
317.1745672,8.78054E-05
317.1851138,7.48875E-05
317.1851228,6.61188E-05
317.1960055,6.22712E-05
317.2068881,5.80165E-05
317.2177698,5.36908E-05
317.2286505,4.83215E-05
317.2395311,4.41714E-05
317.2504118,4.34483E-05
317.2612905,4.34306E-05
317.2721691,4.24616E-05
317.2830478,4.25112E-05
317.2939255,4.3511E-05
317.3048021,4.48021E-05
317.3156788,4.578E-05
317.3265545,4.64032E-05
317.3374291,4.727E-05
317.3483038,4.83151E-05
317.3591785,4.78199E-05
317.3700521,4.58702E-05
317.3809248,4.48511E-05
317.3917975,4.44878E-05
317.4026691,4.4634E-05
317.4135398,4.41925E-05
317.4244104,4.28166E-05
317.4352801,4.2247E-05
317.4461498,4.3005E-05
317.4570184,4.36573E-05
317.4678871,4.3791E-05
317.4787547,4.32566E-05
317.4896214,4.25075E-05
317.5004881,4.25104E-05
317.5113537,4.34594E-05
317.5222194,4.48697E-05
317.533084,4.65773E-05
317.5439487,4.70404E-05
317.5548124,4.70625E-05
317.565675,4.71195E-05
317.5765377,4.6746E-05
317.5873993,4.56388E-05
317.59826,4.43854E-05
317.6091206,4.32609E-05
317.6199813,4.43688E-05
317.6308409,4.64534E-05
317.6416996,4.74089E-05
317.6525572,4.77282E-05
317.6634149,4.80155E-05
317.6742726,4.73936E-05
317.6851292,4.65068E-05
317.6959849,4.52921E-05
317.7068405,4.34746E-05
317.7176952,4.2865E-05
317.7285498,4.34852E-05
317.7394035,4.51222E-05
317.7502561,4.66512E-05
317.7611088,4.65516E-05
317.7719604,4.54972E-05
317.7828121,4.52183E-05
317.7936627,4.55781E-05
317.8045124,4.62743E-05
317.815362,4.64553E-05
317.8262107,4.75137E-05
317.8370593,4.9349E-05
317.847907,5.03044E-05
317.8587546,5.06143E-05
317.8696013,5.1375E-05
317.8804469,5.25255E-05
317.8912925,5.26335E-05
317.9021372,5.20974E-05
317.9129818,5.17345E-05
317.9238255,5.17653E-05
317.9346681,5.15394E-05
317.9455108,5.07075E-05
317.9563524,4.88607E-05
317.9671941,4.8632E-05
317.9780347,4.89506E-05
317.9888753,4.86187E-05
317.999715,4.91741E-05
318.0105536,4.93736E-05
318.0213923,4.8966E-05
318.0322299,4.99932E-05
318.0430675,5.0007E-05
318.0539042,4.86631E-05
318.0647398,4.69848E-05
